X,Y,W,Z,C
0.0,0.0,0.0,0.7507136801196796,0.0
0.0,0.0,0.0,1.0697261700303613,0.0
0.5877265203663812,1.2060627738759009,-0.4442318353512837,-0.9899062157688924,-0.4282711892290073
-0.07154956431126747,0.7538930594480794,-0.5865508562584956,1.2674871990874712,-0.056453248457631555
0.35502159597579064,0.10014974932661491,-1.5012952531959953,-0.47438623330832946,-0.5219327474772483
-0.8168055359689343,0.2701682878385615,-0.8835829853513782,-1.0257327877323268,0.7628178047577016
-1.1801713999607124,-0.32172355026247834,-1.2231957540975507,-0.17060422269937783,0.9517782047492721
-0.5157634396395803,0.3264515726874929,-0.7475539516304944,-1.4625527290027724,0.9879807527115748
0.3238843708813187,0.9752132980167738,0.6599010913303962,0.004578196723904754,0.7724100269326086
-0.8003032829799575,0.03508684039542387,0.2133153400376832,0.2897041392843967,0.48600554831531195
-0.01050194604719712,-0.9496808231435746,-0.31142852252813413,-0.20037008367977566,-0.1400765765664982
0.4747356435438663,-0.33373109951520785,0.1698108390053354,0.5361646905610279,-0.670521802015404
1.2219309163550534,0.8300937616804711,1.0636813224178292,-0.3146810553474001,-0.5234735531269691
0.6394590146213465,0.49673830074112835,0.8796743563137241,0.00405102856606363,0.14100881972063187
-0.337040687942345,0.6854605014396319,0.19695377199985947,-1.44066416825302,0.4060551682228789
-0.08546906648674024,0.3693645290571062,-0.776802736590336,0.04267216738329507,0.46545334516036
0.21192404779760832,0.9761070628590064,-0.07833443833366072,-0.8510364071272692,-0.3189777650553916
-1.3775224250372136,-0.22558670605090037,-1.1679024325723015,-0.449778602782884,0.11972943095881566
-0.7990944065768685,-1.3327800020846325,-0.7199939561219615,-0.09367906152695865,1.049920801600724
-1.5535231668652878,-1.3196036414480794,-3.2037096549470485,0.19097763255239386,0.9219823979952171
-1.453666121623549,-1.7963008829449056,-2.9506894448346412,-1.6466656291878172,-0.10595966376306343
-2.0017443534964023,-3.382065764260211,-3.7536989254184103,-1.5634262078942067,-0.2806014814150932
-2.3729839256041174,-3.153635948745211,-2.099938023676652,-0.3019750522481945,0.05289295707736941
-2.165542647744003,-4.583939186219398,-2.194412357519569,0.4743859386160522,1.6511108309666926
-0.7609177273071064,-2.582153335982918,-0.7028136518989601,0.3602414175762638,0.7669019031405557
-0.6870422741261746,-1.3830920571739729,1.0504631480885125,0.8927804352327263,1.5367517012903273
0.3981623156285587,-0.26691832521583403,-0.6494997574466924,1.3010764648176134,0.16837420447908602
-1.3303776609621984,-0.7515876346012593,-2.7008302635200483,0.4964333278446989,-0.6365426289689531
-0.5803644236943655,-1.8569204289232006,-1.4139316266074626,-0.019862269909256384,-0.49036473621342536
0.2170564394539209,-1.9197034169124456,0.26645841872715914,-1.0314578018078389,-0.2963366476250366
-0.47208398644760147,-0.44587227481996156,0.47191740515618225,-0.9460677795774783,-0.9498725893062394
-1.3368512743716168,-2.441048035856975,-1.5656128423317037,-0.46717047157486447,-1.2410149908513315
-1.6228756646679818,-2.734227393457232,-1.2091506182824494,0.26748660663939233,0.09104485094884579
-1.4920400698045289,-3.776346196684379,-1.880498255929003,0.2207355331904661,0.6075079302327355
-1.2149879475893752,-3.3510045670780557,-0.9604413555165642,0.0042437559381249155,-0.5338392040349961
0.007697493802236277,-1.97484508326746,0.5399458162580926,-0.15272265795460252,-0.11505663336631382
-0.10053295276455693,-1.0751963104668842,-0.7501242713216661,0.6304962543040656,-0.1622681385257341
-0.26194086655962134,-0.512685735577305,-1.5411977874148919,0.20833243110708471,-1.912816705492908
0.6925078142237308,-0.7593111497402353,-0.3480846257466502,0.29784680185810103,-1.2211575258171883
0.8781854240266236,-0.6404677063561178,0.027472086205484247,0.30843711906436094,0.11563869207530308
0.017715958575535318,1.720153002327849,-0.5282517139291653,-0.5462929562689646,0.5699918496092463
-0.6054041061735485,1.1794223184476695,-0.7404732167798799,-1.0308375209161729,1.1423911263162425
-0.06467008735531388,0.6212121609439497,-0.343105952934751,0.4911277930743177,0.880249171006524
-1.0472959217368212,0.2991568460801462,-1.363916179245272,0.4167273690922375,1.115234301197816
